user_ID,group_ID,submit_time,start_time,end_time,wallclock_limit,job_status,node_count,tasks_requested
143,144,2012-02-08 16:28:59+00:00,2012-02-08 16:29:29+00:00,2012-02-08 16:29:42+00:00,0 days 01:00:00.000000000,COMPLETED,150,3600
143,144,2012-02-08 16:37:21+00:00,2012-02-08 16:37:50+00:00,2012-02-08 16:38:52+00:00,0 days 01:00:00.000000000,COMPLETED,150,3600
143,144,2012-02-08 16:52:44+00:00,2012-02-08 16:52:57+00:00,2012-02-08 17:52:58+00:00,0 days 01:00:00.000000000,TIMEOUT,150,3600
408,415,2012-02-08 16:58:59+00:00,2012-02-08 16:59:11+00:00,2012-02-08 17:59:12+00:00,0 days 01:00:00.000000000,TIMEOUT,2,48
23,23,2012-02-08 17:12:02+00:00,2012-02-08 17:12:08+00:00,2012-02-08 17:43:37+00:00,0 days 16:00:00.000000000,COMPLETED,7,168
93,94,2012-02-08 17:46:42+00:00,2012-02-08 17:46:51+00:00,2012-02-09 04:43:40+00:00,0 days 16:00:00.000000000,COMPLETED,22,528
71,71,2012-02-08 18:11:21+00:00,2012-02-13 19:39:14+00:00,2012-02-13 19:40:21+00:00,0 days 16:00:00.000000000,COMPLETED,576,13824
23,23,2012-02-08 18:29:58+00:00,2012-02-08 18:30:18+00:00,2012-02-08 19:00:04+00:00,0 days 16:00:00.000000000,COMPLETED,7,168
100,101,2012-02-08 18:31:31+00:00,2012-02-08 18:31:53+00:00,2012-02-08 18:31:59+00:00,0 days 16:00:00.000000000,COMPLETED,25,600
100,101,2012-02-08 18:34:14+00:00,2012-02-08 18:34:30+00:00,2012-02-09 10:34:31+00:00,0 days 16:00:00.000000000,TIMEOUT,25,600
143,144,2012-02-08 18:49:54+00:00,2012-02-08 18:50:05+00:00,2012-02-08 18:50:17+00:00,0 days 12:00:00.000000000,COMPLETED,150,3600
143,144,2012-02-08 18:51:52+00:00,2012-02-08 18:52:11+00:00,2012-02-09 06:52:12+00:00,0 days 12:00:00.000000000,TIMEOUT,150,3600
23,23,2012-02-08 19:16:56+00:00,2012-02-08 19:17:06+00:00,2012-02-08 19:36:21+00:00,0 days 16:00:00.000000000,COMPLETED,7,168
89,90,2012-02-08 19:30:23+00:00,2012-02-08 21:06:19+00:00,2012-02-08 21:07:37+00:00,0 days 16:00:00.000000000,COMPLETED,200,4800
144,145,2012-02-08 19:55:47+00:00,2012-02-08 19:55:59+00:00,2012-02-08 23:56:00+00:00,0 days 04:00:00.000000000,TIMEOUT,6,144
46,46,2012-02-08 21:43:30+00:00,2012-02-08 21:43:38+00:00,2012-02-08 21:45:08+00:00,0 days 11:59:00.000000000,COMPLETED,188,4512
46,46,2012-02-08 21:46:50+00:00,2012-02-08 21:47:19+00:00,2012-02-09 04:17:13+00:00,0 days 11:59:00.000000000,COMPLETED,188,4512
89,90,2012-02-08 22:23:37+00:00,2012-02-08 22:24:38+00:00,2012-02-08 22:25:06+00:00,0 days 16:00:00.000000000,COMPLETED,200,4800
23,23,2012-02-08 22:34:44+00:00,2012-02-08 22:35:03+00:00,2012-02-08 23:19:44+00:00,0 days 16:00:00.000000000,COMPLETED,7,168
408,415,2012-02-08 22:54:02+00:00,2012-02-08 22:54:14+00:00,2012-02-08 22:54:24+00:00,0 days 01:30:00.000000000,COMPLETED,25,600
408,415,2012-02-08 22:54:33+00:00,2012-02-08 22:54:46+00:00,2012-02-08 22:55:46+00:00,0 days 01:00:00.000000000,COMPLETED,25,600
